# priority<TAB>exact forms<TAB>title<TAB>German explanation
4	ethän|enpä	Partikel an der Verneinung	Die Person bleibt im Verneinungsverb: et „du nicht“, en „ich nicht“. -hän kann eine Erwartung oder Rückversicherung ausdrücken; -pä hebt die Aussage hervor. Die Wirkung hängt vom Gesprächston ab.
4	etten|ettei|etteivät	Dass und Verneinung verschmelzen	etten verbindet että + en („dass ich nicht“), ettei verbindet että + ei, etteivät verbindet että + eivät. Im Hauptverb wird die passende negative Verbform verwendet.
4	mikset|miksen	Fragewort und Verneinung	mikset ist die Verschmelzung von miksi et („warum … du nicht?“), miksen von miksi en („warum … ich nicht?“). Die Personenendung steckt in der verneinenden Hälfte.
5	mua|sua|mulle|sulle	Gesprochene Fallformen	mua entspricht minua („mich“ im Partitiv), sua entspricht sinua („dich“). mulle/sulle stehen für minulle/sinulle („mir/dir“, Allativ). Gesprochene Verkürzungen behalten also ihre grammatische Funktion.
5	onnistui|onnistuin	Gelingen mit drittem Infinitiv	onnistua bedeutet „Erfolg haben/es schaffen“; onnistui ist Vergangenheit, onnistuin die ich-Form der Vergangenheit. Ein folgendes Verb steht typischerweise auf -maan/-mään, etwa onnistui korjaamaan („schaffte es zu reparieren“).
5	kuulostaa|kuulostat	Sinneseindruck mit Fallendung	kuulostaa heißt „klingen“, kuulostat „du klingst“. Die Eigenschaft steht häufig auf -lta/-ltä: kuulostaa hyvältä („klingt gut“).
5	käy|kävi	Mehrdeutiges käydä	käydä hat je nach Verbindung Bedeutungen wie „besuchen/hingehen“, „funktionieren“, „passen“ oder „verlaufen“. käy kann Präsens, negative Form oder Aufforderung sein; kävi ist die einfache Vergangenheit. Lerne die jeweilige Verbindung als Ganzes.
6	^ota|^ottakaa	Aufforderung: nehmen	ottaa → ota („nimm!“), ottakaa („nehmt!/nehmen Sie!“). Die Singularform hat den schwachen Stamm mit einem t. Das ganze Objekt einer solchen Aufforderung steht gewöhnlich ohne -n.
6	^tee|^tehkää	Aufforderung: machen	tehdä → tee („mach!“), tehkää („macht!/machen Sie!“). Der unterschiedliche Stamm gehört zur unregelmäßigen Beugung von tehdä.
6	^anna	Aufforderung: geben	antaa → anna („gib!“): In der Aufforderung an eine Person steht der schwache Stamm, nt wird zu nn. Ein ganzes direktes Objekt trägt hier normalerweise keine -n-Endung.
6	^kerro|^no, kerro	Aufforderung: erzählen	kertoa → kerro („erzähl!“). Im schwachen Stamm wird rt zu rr. Die Aufforderung richtet sich an eine Person.
6	^nouse|^nouskaa	Aufforderung: aufstehen/einsteigen	nousta → nouse („steh auf/steig!“), nouskaa („steht auf/steigen Sie!“). Eine Ortsform kann ergänzen, woher oder wohin die Bewegung geht.
6	^kata	Aufforderung: decken	kattaa → kata („decke!“). In kata pöytä („deck den Tisch!“) steht das ganze Objekt pöytä in der Grundform; tt wird im Verb zu t.
6	^muistele|^ajattele|^kävele	Aufforderung ohne Personalendung	muistella → muistele („erinnere dich“), ajatella → ajattele („denk nach“), kävellä → kävele („geh zu Fuß“). Die Aufforderung an eine Person verwendet den Präsensstamm ohne -n.
6	^sulkekaa|^käykää	Mehrzahl bei der Aufforderung	sulkekaa („schließt!“) gehört zu sulkea, käykää („geht/greift …!“) zu käydä. -kaa/-kää richtet die Aufforderung an mehrere Personen oder höflich an eine Person.
6	^petaa	Bett machen als Aufforderung	pedata → petaa („mach das Bett!“). In dieser Verbform wird d zu t. Das Nomen sänky kann direkt als ganzes Objekt folgen.
6	^ala	Anfangen als Aufforderung	alkaa → ala („fang an!“). Mit einer folgenden Tätigkeit entsteht auch eine feste Aufforderung zum Weggehen, etwa ala painella. k fällt im schwachen Stamm weg.
6	^opiskele	Aufforderung: lernen	opiskella → opiskele („lerne/studiere!“). Der Präsensstamm steht ohne Personenendung; vergleiche opiskelen („ich lerne“).
6	^heittäkää|^heitä	Aufforderung: werfen	heittää → heitä („wirf!“), heittäkää („werft!“). In der Singularform wird tt zu t. heitä kann außerhalb dieser Aufforderung auch eine Pronomenform sein.
6	^vedä|^vetäkää	Aufforderung: ziehen	vetää → vedä („zieh!“), vetäkää („zieht!“). In der Singularform wird t zu d. Die gezogene Stelle oder Sache kann je nach Ausdruck in unterschiedlichen Fällen stehen.
6	^hillitse	Aufforderung: beherrschen	hillitä → hillitse („beherrsche/zähme!“). hillitse itsesi bedeutet „beherrsche dich“; itsesi ist das Reflexivpronomen mit der Besitzendung für „du“.
6	^laske|^laskekaa	Aufforderung mit laskea	laskea → laske („senke/lege ab/zähle!“), laskekaa („senkt/legt ab!“). Die passende Bedeutung ergibt sich aus der Ergänzung, etwa aseenne („eure Waffen“).
6	^vie	Aufforderung: wegbringen	viedä → vie („bring weg!“). Ein als Ganzes gemeintes Pluralobjekt steht hier in der Nominativform, etwa roskat („den Müll“).
6	^sano	Aufforderung: sagen	sanoa → sano („sag!“). In sano terveisiä ist die Bedeutung „richte Grüße aus“; terveisiä steht im Partitiv Plural.
6	^valmistaudu	Aufforderung: sich vorbereiten	valmistautua → valmistaudu („bereite dich vor!“). Die reflexive Bedeutung steckt im Verb; das Ziel der Vorbereitung wird oft mit dem Illativ angegeben.
6	^kuori	Aufforderung: schälen	kuoria → kuori („schäle!“). Als Aufforderung steht der Verbstamm ohne persönliche Endung. Ein ganzes Pluralobjekt kann folgen, etwa perunat („die Kartoffeln“).
6	^etsi	Aufforderung: suchen	etsiä → etsi („suche!“). Anders als etsin („ich suche/suchte“) trägt diese Aufforderung keine -n-Endung.
6	^käänny	Aufforderung: abbiegen	kääntyä → käänny („dreh dich/bieg ab!“). Im schwachen Stamm wird nt zu nn. Eine Richtungsangabe ergänzt die Bewegung.
6	^yritä	Aufforderung: versuchen	yrittää → yritä („versuch!“). tt wird zu t. Die auszuführende Tätigkeit folgt in der Grundform, etwa yritä olla („versuch zu sein“).
6	^muista	Aufforderung: daran denken	muistaa → muista („denk daran!“). Vor einer Tätigkeit folgt der Infinitiv, etwa muista sammuttaa („denk daran auszuschalten“).
6	^puhdista	Aufforderung: reinigen	puhdistaa → puhdista („reinige!“). In dieser direkten Aufforderung steht ein ganzes Objekt gewöhnlich ohne die -n-Endung.
6	^aja	Aufforderung: fahren	ajaa → aja („fahr!“). Die Aufforderung an eine Person hat hier keine Personalendung; eine Adverbform kann beschreiben, wie gefahren werden soll.
6	^keitä	Aufforderung: kochen	keittää → keitä („koche!“). Im schwachen Stamm wird tt zu t. Ein abgegrenztes ganzes Objekt kann in der Grundform stehen, etwa riisi.
6	^tottele	Aufforderung: gehorchen	totella → tottele („gehorche!“). Die Person oder Personengruppe, der man gehorcht, steht als Partitivobjekt, etwa opettajia („Lehrern“).
6	^valitse	Aufforderung: wählen	valita → valitse („wähle!“). Der Stamm enthält -tse-, das in der Grundform nicht zu sehen ist. Ein ganzes Objekt kann hier im Nominativ stehen.
6	^huolehdi	Aufforderung: sich kümmern	huolehtia → huolehdi („kümmere dich!“). Die Angelegenheit folgt häufig im Elativ auf -sta/-stä: huolehdi asioista („kümmere dich um die Angelegenheiten“).
6	^hankkiudu	Aufforderung: sich begeben/etwas loswerden	hankkiutua → hankkiudu ist eine Aufforderung an eine Person. hankkiudu eroon bildet die Wendung „werde … los“; die betreffende Sache steht im Elativ.
6	^kanna	Aufforderung: tragen	kantaa → kanna („trag!“). nt wird im schwachen Stamm zu nn. Das Ziel des Tragens kann mit einer Richtungsform folgen.
6	^laita	Aufforderung: hinstellen/legen	laittaa → laita („stell/leg!“). tt wird zu t. Der Zielort steht in einer Richtungsform, etwa jääkaappiin („in den Kühlschrank“).
7	maahan	Ziel im Illativ	maa („Erde/Boden/Land“) → maahan: Der Illativ bezeichnet ein Ziel. Als Zuruf bedeutet Maahan! etwa „Auf den Boden!“; das Bewegungsverb bleibt unausgesprochen.
7	kenen	Wer im Genitiv	kenen ist die Genitivform von kuka („wer“): „wessen?“. kenen vuoro fragt wörtlich „wessen Reihe/Turnus?“, also „wer ist dran?“.
7	molemmat	Beide im Nominativ Plural	molemmat bedeutet „beide“. Es ist eine Pluralform und verbindet sich in der Standardsprache mit einem Verb in der Mehrzahl.
7	kummat	Welche von zwei Gruppen?	kummat ist die Pluralform von kumpi („welcher von beiden?“). Die Frage grenzt die Auswahl auf zwei Alternativen ein und bezieht sich hier auf mehrere Personen oder Dinge.
7	yönä|maanantaina|lapsena|varovaisena|aseena	Essiv: Zeitpunkt oder Rolle	Die Endung -na/-nä kennzeichnet hier den Essiv. Er kann eine Rolle ausdrücken, etwa lapsena („als Kind“), oder eine Zeitangabe bilden, etwa maanantaina („am Montag“).
7	suurempi|suuremman|parempaan	Vergleich in gebeugter Form	Diese Form gehört zu einer Steigerung: suuri → suurempi („größer“), hyvä → parempi („besser“). Auch gesteigerte Adjektive erhalten Fallendungen, etwa suuremman oder parempaan.
7	hitaammin|nopeammin|ahkerammin	Steigerung des Adverbs	Die Form auf -mmin ist hier ein gesteigertes Adverb: hitaammin „langsamer“, nopeammin „schneller“, ahkerammin „fleißiger“. Sie beschreibt die Art der Handlung.
7	kertaa	Mal im Partitiv	kerta („Mal“) → kertaa: Partitiv Singular, wie in kolme kertaa („dreimal“). Nach einer Zahl über eins steht das Nomen gewöhnlich im Partitiv Singular.
7	yötä|työtäni|kuolemaa|linnunpönttöä	Partitivobjekt	Hier steht ein Partitiv: etwa työ → työtä („Arbeit“), kuolema → kuolemaa („Tod“). Die Wahl des Falls hängt von der Tätigkeit oder festen Wendung ab; työtäni trägt zusätzlich -ni („mein“).
7	^teen	Ich-Form von tehdä	teen ist hier die erste Person Singular von tehdä („machen/tun“). Die Wendung teen kuolemaa bedeutet „ich liege im Sterben“; bei anderen Ergänzungen passt eine andere Bedeutung von tehdä.
7	^näin	Ich-Form von nähdä in der Vergangenheit	nähdä („sehen“) → näin („ich sah/habe gesehen“). Der Stamm ist unregelmäßig. Außerhalb dieser Verbverwendung kann näin auch das Adverb „so“ sein.
8	vain|juuri|melkein|kyllä|sitten	Partikel für Fokus und Einordnung	vain bedeutet „nur“, juuri etwa „gerade/genau“, melkein „fast“, kyllä „ja/durchaus“ und sitten „dann/danach“. Diese unveränderlichen Wörter lenken die Aussage, ohne eine Zeit- oder Personenendung zu tragen.
8	hyvästi|heippa|moikka|moro	Grußformel	Diese Ausdrücke können ohne Verb als Gruß stehen. hyvästi heißt „Lebewohl“; heippa/moikka sind lockere Begrüßungen oder Verabschiedungen, moro ist ein umgangssprachlicher Gruß.
8	tietysti|totta kai|kaikin mokomin	Zustimmung als feste Wendung	tietysti und totta kai bedeuten „natürlich“, kaikin mokomin etwa „nur zu/gerne“. Die Wendung kann als vollständige Antwort ohne ausgesprochenes Verb stehen.
8	vau	Ausruf	vau ist eine Interjektion für Staunen („wow“). Ein solcher Ausruf braucht weder ein Subjekt noch eine gebeugte Verbform.
8	täydellistä|hienoa|mukavaa	Bewertung oder Wunsch im Partitiv	Dies ist der Partitiv eines Adjektivs: täydellinen → täydellistä, hieno → hienoa, mukava → mukavaa. Diese Form ist unter anderem in Bewertungen und guten Wünschen üblich.
8	pahoittelut	Entschuldigung im Plural	pahoittelut ist die Pluralform von pahoittelu („Bedauern/Entschuldigung“). Als feste Formel bedeutet sie „Entschuldigung“; eine Ergänzung im Elativ kann den Anlass nennen.
