sentence_id	index	token	lemma	meaning	form	here	parts	pos	case	number
4143031	0	Tomi	Tomi	Tomi (Name)	Name · Nominativ Singular			etunimi	nimento	singular
4143031	1	haki	hakea	suchen; beantragen	Verb · 3. Person Sg. (hän) · Imperfekt (Vergangenheit)	beantragte		teonsana		singular
4143031	2	turvapaikkaa	turvapaikka	Asyl	Nomen · Partitiv Singular		turva+paikka	nimisana	osanto	singular
4143032	0	Tarvitsen	tarvita	brauchen	Verb · 1. Person Sg. (minä) · Präsens	(ich) brauche		teonsana		singular
4143032	1	poliittisen	poliittinen	politisch	Adjektiv · Genitiv Singular			nimisana_laatusana	omanto	singular
4143032	2	turvapaikan	turvapaikka	Asyl	Nomen · Genitiv Singular		turva+paikka	nimisana	omanto	singular
4143033	0	Voinko	voida	können, dürfen	Verb · 1. Person Sg. (minä) · Präsens · + Frageendung -ko/-kö	darf ich?		teonsana		singular
4143033	1	hakea	hakea	suchen; beantragen	Verb · Grundform (Infinitiv)	beantragen		teonsana		
4143033	2	turvapaikkaa	turvapaikka	Asyl	Nomen · Partitiv Singular		turva+paikka	nimisana	osanto	singular
4143040	0	Missä	missä	wo	Fragewort · (Inessiv von mikä)					
4143040	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
4143040	2	ottomaatti	ottomaatti	Geldautomat	Nomen · Nominativ Singular					
4143043	0	Nilkkani	nilkka	Knöchel	Nomen · Nominativ Singular · + Possessivendung „mein“	mein Knöchel		nimisana	nimento	singular
4143043	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
4143043	2	turvonnut	turvota	anschwellen	Verbform · Partizip Perfekt aktiv (-nut/-nyt)	angeschwollen		laatusana	nimento	singular
4143047	0	Minun	minä	ich	Pronomen · Genitiv Singular	mein		asemosana	omanto	singular
4143047	1	nilkkani	nilkka	Knöchel	Nomen · Nominativ Singular · + Possessivendung „mein“	mein Knöchel		nimisana	nimento	singular
4143047	2	nyrjähti	nyrjähtää	verstaucht werden, umknicken	Verb · 3. Person Sg. (hän) · Imperfekt (Vergangenheit)	verstauchte sich		teonsana		singular
4143957	0	Toivomme	toivoa	hoffen	Verb · 1. Person Pl. (me) · Präsens	(wir) hoffen		teonsana		plural
4143957	1	parasta	hyvä	gut	Adjektiv · Partitiv Singular · Superlativ (paras)	(das) Beste				
4143960	0	Tomi	Tomi	Tomi (Name)	Name · Nominativ Singular			etunimi	nimento	singular
4143960	1	kuoli	kuolla	sterben	Verb · 3. Person Sg. (hän) · Imperfekt (Vergangenheit)	starb		teonsana		singular
4143960	2	räjähdyksessä	räjähdys	Explosion	Nomen · Inessiv „in“ Singular	in der Explosion		nimisana	sisaolento	singular
4143963	0	Tomi	Tomi	Tomi (Name)	Name · Nominativ Singular			etunimi	nimento	singular
4143963	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
4143963	2	bloggaaja	bloggaaja	Blogger	Nomen · Nominativ Singular			nimisana	nimento	singular
4143965	0	Suosittelen	suositella	empfehlen	Verb · 1. Person Sg. (minä) · Präsens	(ich) empfehle		teonsana		singular
4143965	1	tätä	tämä	dieser	Pronomen · Partitiv Singular	dieses		asemosana	osanto	singular
4143965	2	kirjaa	kirja	Buch	Nomen · Partitiv Singular	Buch (Partitiv)		nimisana	osanto	singular
4143982	0	Missä	missä	wo	Fragewort · (Inessiv von mikä)					
4143982	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
4143982	2	olueni	olut	Bier	Nomen · Nominativ Singular · + Possessivendung „mein“	mein Bier		nimisana	nimento	singular
4143986	0	Missä	missä	wo	Fragewort · (Inessiv von mikä)					
4143986	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
4143986	2	mun	minä	ich	Pronomen · Genitiv Singular · umgangssprachlich für minun	mein				
4143986	3	bisse	bisse	Bier (ugs.)	Nomen · Nominativ Singular · umgangssprachlich für olut					
4144001	0	Kasvatatko	kasvattaa	wachsen lassen, züchten	Verb · 2. Person Sg. (sinä) · Präsens · + Frageendung -ko/-kö	lässt du wachsen?		teonsana		singular
4144001	1	partaa	parta	Bart	Nomen · Partitiv Singular			nimisana	osanto	singular
4144007	0	Tuo	tuo	jener, das da	Pronomen · Nominativ Singular	diese (dort)		asemosana	nimento	singular
4144007	1	nainen	nainen	Frau	Nomen · Nominativ Singular			nimisana	nimento	singular
4144007	2	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
4144007	3	kaunis	kaunis	schön	Adjektiv · Nominativ Singular			laatusana	nimento	singular
4144008	0	Katso	katsoa	schauen, sehen	Verb · Imperativ · 2. Person Sg. (sinä) · auch Verneinungsform nach ei	schau!		teonsana		singular
4144008	1	sängyn	sänky	Bett	Nomen · Genitiv Singular	des Bettes → unters Bett		nimisana	omanto	singular
4144008	2	alle	alla	unter (… hin)	Postposition · Allativ „auf … zu, an“ Singular			suhdesana	ulkotulento	singular
4144011	0	Tomi	Tomi	Tom (Name)	Name · Nominativ Singular			etunimi	nimento	singular
4144011	1	kirjoittaa	kirjoittaa	schreiben	Verb · 3. Person Sg. (hän) · Präsens	schreibt		teonsana		singular
4144011	2	omaelämänkertaa	omaelämänkerta	Autobiografie	Nomen · Partitiv Singular	(an einer) Autobiografie (Partitiv)	oma+elämä+kerta	nimisana	osanto	singular
4144021	0	Tomi	Tomi	Tomi (Name)	Name · Nominativ Singular			etunimi	nimento	singular
4144021	1	nukkui	nukkua	schlafen	Verb · 3. Person Sg. (hän) · Imperfekt (Vergangenheit)	schlief		teonsana		singular
4144021	2	ladossa	lato	Scheune	Nomen · Inessiv „in“ Singular	in der Scheune		nimisana	sisaolento	singular
4144022	0	Tomi	Tomi	Tomi (Name)	Name · Nominativ Singular			etunimi	nimento	singular
4144022	1	nukkui	nukkua	schlafen	Verb · 3. Person Sg. (hän) · Imperfekt (Vergangenheit)	schlief		teonsana		singular
4144022	2	navetassa	navetta	Stall, Scheune	Nomen · Inessiv „in“ Singular	in der Scheune		nimisana	sisaolento	singular
4144148	0	Brokkoli	brokkoli	Brokkoli	Nomen · Nominativ Singular					
4144148	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
4144148	2	venäjässä	venäjä	Russisch (Sprache)	Nomen · Inessiv „in“ Singular	im Russischen		nimisana	sisaolento	singular
4144148	3	feminiini	feminiini	Femininum	Nomen · Nominativ Singular			nimisana_laatusana	nimento	singular
4144148	4	saksassa	saksa	Deutsch (Sprache)	Nomen · Inessiv „in“ Singular	im Deutschen		nimisana	sisaolento	singular
4144148	5	maskuliini	maskuliini	Maskulinum	Nomen · Nominativ Singular			nimisana	nimento	singular
4144148	6	ja	ja	und	Konjunktion			sidesana		
4144148	7	alkuperäiskielessään	alkuperäiskieli	Ursprungssprache	Nomen · Inessiv „in“ Singular · + Possessivendung „sein/ihr“	in seiner Ursprungssprache	alku+perä+kieli	nimisana	sisaolento	singular
4144148	8	italiassa	italia	Italienisch (Sprache)	Nomen · Inessiv „in“ Singular	im Italienischen		nimisana	sisaolento	singular
4144148	9	se	se	es, das	Pronomen · Nominativ Singular	es		asemosana	nimento	singular
4144148	10	taas	taas	wieder; hingegen	Adverb	hingegen		seikkasana		
4144148	11	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
4144148	12	monikkomuoto	monikkomuoto	Pluralform	Nomen · Nominativ Singular		monikko+muoto	nimisana	nimento	singular
4144515	0	Pidä	pitää	halten; (Spaß) haben	Verb · Imperativ · 2. Person Sg. (sinä) · auch Verneinungsform nach ei	hab!		teonsana		singular
4144515	1	hauskaa	hauska	lustig, schön	Adjektiv · Partitiv Singular	Spaß (pitää hauskaa = Spaß haben)		nimisana_laatusana	osanto	singular
4144515	2	Bostonissa	Boston	Boston	Ortsname · Inessiv „in“ Singular	in Boston		paikannimi	sisaolento	singular
4144517	0	Tomi	Tomi	Tomi (Name)	Name · Nominativ Singular			etunimi	nimento	singular
4144517	1	myi	myydä	verkaufen	Verb · 3. Person Sg. (hän) · Imperfekt (Vergangenheit)	verkaufte		teonsana		singular
4144517	2	rannekorun	rannekoru	Armband	Nomen · Genitiv Singular	das Armband	ranne+koru	nimisana	omanto	singular
4144519	0	Tomi	Tomi	Tomi (Name)	Name · Nominativ Singular			etunimi	nimento	singular
4144519	1	myi	myydä	verkaufen	Verb · 3. Person Sg. (hän) · Imperfekt (Vergangenheit)	verkaufte		teonsana		singular
4144519	2	rannerenkaan	rannerengas	Armreif	Nomen · Genitiv Singular	den Armreif	ranne+rengas	nimisana	omanto	singular
4144522	0	Söin	syödä	essen	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) aß		teonsana		singular
4144522	1	juuri	juuri	gerade, eben	Adverb			seikkasana		
4144522	2	aamiaista	aamiainen	Frühstück	Nomen · Partitiv Singular			nimisana	osanto	singular
4144524	0	Olen	olla	sein	Verb · 1. Person Sg. (minä) · Präsens	(ich) bin		teonsana		singular
4144524	1	kananlihalla	kananliha	Gänsehaut	Nomen · Adessiv „auf, bei“ Singular	(olla kananlihalla: Gänsehaut haben)	kana+liha	nimisana	ulkoolento	singular
4144629	0	Kaikki	kaikki	alle, alles	Nomen · Nominativ Singular	alle		nimisana	nimento	singular
4144629	1	sekosivat	seota	durcheinandergeraten; (ugs.) durchdrehen	Verb · 3. Person Pl. (he) · Imperfekt (Vergangenheit)	drehten durch		teonsana		plural
4144651	0	Sinä	sinä	du	Pronomen · Nominativ Singular			asemosana	nimento	singular
4144651	1	et	ei	nicht (Verneinungsverb)	Verneinungsverb · et = du nicht	du … nicht		kieltosana		singular
4144651	2	muutu	muuttua	sich ändern	Verb · Verneinungsform (nach ei)	änderst (dich)		teonsana		singular
4144651	3	koskaan	koskaan	je; (verneint) nie	Adverb	nie		seikkasana		
4144655	0	Otin	ottaa	nehmen	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) nahm		teonsana		singular
4144655	1	haasteen	haaste	Herausforderung	Nomen · Genitiv Singular	die Herausforderung		nimisana	omanto	singular
4144655	2	vastaan	vastaan	entgegen	Adverb	(ottaa vastaan = annehmen)		seikkasana		
4144656	0	Kuka	kuka	wer	Pronomen · Nominativ Singular			asemosana	nimento	singular
4144656	1	rikkoi	rikkoa	kaputt machen, brechen	Verb · 3. Person Sg. (hän) · Imperfekt (Vergangenheit)	machte kaputt		teonsana		singular
4144656	2	tuolin	tuoli	Stuhl	Nomen · Genitiv Singular	den Stuhl		nimisana	omanto	singular
4144657	0	Lentoni	lento	Flug	Nomen · Nominativ Singular · + Possessivendung „mein“	mein Flug		nimisana	nimento	singular
4144657	1	peruutettiin	peruuttaa	absagen, streichen	Verb · Passiv (Umgangssprache auch: wir-Form) · Imperfekt (Vergangenheit)	wurde gestrichen		teonsana		
4144659	0	Tyttöystäväni	tyttöystävä	Freundin (Partnerin)	Nomen · Nominativ Singular · + Possessivendung „mein“	meine Freundin	tyttö+ystävä	nimisana	nimento	singular
4144659	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
4144659	2	kanadalainen	kanadalainen	kanadisch; Kanadier(in)	Adjektiv · Nominativ Singular			laatusana	nimento	singular
4144661	0	Haluan	haluta	wollen, möchten	Verb · 1. Person Sg. (minä) · Präsens	(ich) will		teonsana		singular
4144661	1	jäätelön	jäätelö	Eis (Speiseeis)	Nomen · Genitiv Singular	ein Eis (Objekt)		nimisana	omanto	singular
4144662	0	Teet	tehdä	machen	Verb · 2. Person Sg. (sinä) · Präsens	(du) machst		teonsana		singular
4144662	1	minut	minä	ich	Pronomen · Akkusativ Singular	mich		asemosana	kohdanto	singular
4144662	2	hulluksi	hullu	verrückt	Adjektiv · Translativ „zu … (werden)“ Singular	(zu) verrückt → wahnsinnig		nimisana_laatusana	tulento	singular
4145269	0	Me	me	wir	Pronomen · Nominativ Plural			asemosana	nimento	plural
4145269	1	tapasimme	tavata	treffen, kennenlernen	Verb · 1. Person Pl. (me) · Imperfekt (Vergangenheit)	(wir) lernten uns kennen		teonsana		plural
4145269	2	risteilyllä	risteily	Kreuzfahrt	Nomen · Adessiv „auf, bei“ Singular	auf einer Kreuzfahrt		nimisana	ulkoolento	singular
4145270	0	Tapasimme	tavata	treffen, kennenlernen	Verb · 1. Person Pl. (me) · Imperfekt (Vergangenheit)	(wir) lernten uns kennen		teonsana		plural
4145270	1	risteilyllä	risteily	Kreuzfahrt	Nomen · Adessiv „auf, bei“ Singular	auf einer Kreuzfahrt		nimisana	ulkoolento	singular
4145273	0	Saa	saada	dürfen; bekommen	Verb · 3. Person Sg. (hän) · Präsens	(man) darf		teonsana		singular
4145273	1	itkeä	itkeä	weinen	Verb · Grundform (Infinitiv)			teonsana		
4145275	0	Aloin	alkaa	anfangen	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) fing an		teonsana		singular
4145275	1	melkein	melkein	fast	Adverb			seikkasana		
4145275	2	itkeä	itkeä	weinen	Verb · Grundform (Infinitiv)			teonsana		
4145277	0	Haluan	haluta	wollen, möchten	Verb · 1. Person Sg. (minä) · Präsens	(ich) möchte		teonsana		singular
4145277	1	pelata	pelata	spielen	Verb · Grundform (Infinitiv)			teonsana		
4145277	2	shakkia	shakki	Schach	Nomen · Partitiv Singular	Schach (Partitiv)		nimisana	osanto	singular
4145281	0	Sinä	sinä	du	Pronomen · Nominativ Singular			asemosana	nimento	singular
4145281	1	olet	olla	sein	Verb · 2. Person Sg. (sinä) · Präsens	(du) bist		teonsana		singular
4145281	2	niin	niin	so	Adverb			seikkasana		
4145281	3	pelkuri	pelkuri	Feigling	Nomen · Nominativ Singular			nimisana	nimento	singular
4145283	0	Tomi	Tomi	Tomi (Name)	Name · Nominativ Singular			etunimi	nimento	singular
4145283	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
4145283	2	todella	todella	wirklich	Adverb	sehr				
4145283	3	nirso	nirso	wählerisch	Adjektiv · Nominativ Singular			laatusana	nimento	singular
4145284	0	Olen	olla	sein	Verb · 1. Person Sg. (minä) · Präsens	(ich) bin		teonsana		singular
4145284	1	Yhdysvaltain	Yhdysvalta	Vereinigte Staaten, USA	Ortsname · Genitiv Plural	der Vereinigten Staaten → US-		paikannimi	omanto	plural
4145284	2	kansalainen	kansalainen	Bürger, Staatsangehöriger	Nomen · Nominativ Singular			nimisana	nimento	singular
4145287	0	Rakastan	rakastaa	lieben	Verb · 1. Person Sg. (minä) · Präsens	(ich) liebe		teonsana		singular
4145287	1	tätä	tämä	dieser, das hier	Pronomen · Partitiv Singular	diese		asemosana	osanto	singular
4145287	2	kaupunkia	kaupunki	Stadt	Nomen · Partitiv Singular	Stadt (Partitiv)		nimisana	osanto	singular
4145295	0	Huoneeni	huone	Zimmer	Nomen · Nominativ Singular · + Possessivendung „mein“	mein Zimmer		nimisana	nimento	singular
4145295	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
4145295	2	aina	aina	immer	Adverb			seikkasana		
4145295	3	siisti	siisti	ordentlich, aufgeräumt	Adjektiv · Nominativ Singular			laatusana	nimento	singular
4145297	0	Minne	minne	wohin	Fragewort	wo(hin)				
4145297	1	laitoin	laittaa	legen, stellen	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) legte (hin)		teonsana		singular
4145297	2	takkini	takki	Jacke	Nomen · Nominativ Singular · + Possessivendung „mein“	meine Jacke		nimisana	nimento	singular
4145300	0	En	ei	nicht (Verneinungsverb)	Verneinungsverb · en = ich nicht	ich … nicht		kieltosana		singular
4145300	1	koskaan	koskaan	je, jemals	Adverb	nie (mit Verneinung)		seikkasana		
4145300	2	juo	juoda	trinken	Verb · Verneinungsform (nach ei)	trinke		teonsana		singular
4145300	3	kahvia	kahvi	Kaffee	Nomen · Partitiv Singular	Kaffee (Partitiv)		nimisana	osanto	singular
4145308	0	Tomi	Tomi	Tomi (Name)	Name · Nominativ Singular			etunimi	nimento	singular
4145308	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
4145308	2	koomikko	koomikko	Komiker	Nomen · Nominativ Singular			nimisana	nimento	singular
4145311	0	Ongelma	ongelma	Problem	Nomen · Nominativ Singular			nimisana	nimento	singular
4145311	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
4145311	2	monimutkainen	monimutkainen	kompliziert	Adjektiv · Nominativ Singular		moni+mutka	laatusana	nimento	singular
4145312	0	En	ei	nicht (Verneinungsverb)	Verneinungsverb · en = ich nicht	ich … nicht		kieltosana		singular
4145312	1	ollut	olla	sein	Verbform · Partizip Perfekt aktiv · verneinte Vergangenheit	war		laatusana	nimento	singular
4145312	2	vakuuttunut	vakuuttua	überzeugt werden	Verbform · Partizip Perfekt aktiv (-nut/-nyt)	überzeugt		laatusana	nimento	singular
4145318	0	Mä	minä	ich	Pronomen · Nominativ Singular · umgangssprachlich für minä					
4145318	1	en	ei	nicht (Verneinungsverb)	Verneinungsverb · en = ich nicht	ich … nicht		kieltosana		singular
4145318	2	pelkää	pelätä	fürchten, Angst haben	Verb · Verneinungsform (nach ei)	(habe) Angst		teonsana		singular
4145318	3	kyttiä	kyttä	Bulle (ugs. für Polizist)	Nomen · Partitiv Plural	Bullen (Partitiv)		nimisana	osanto	plural
4145329	0	Pidä	pitää	halten	Verb · Imperativ · 2. Person Sg. (sinä) · auch Verneinungsform nach ei	halte → pidä huoli: pass auf		teonsana		singular
4145329	1	huoli	huoli	Sorge	Nomen · Nominativ Singular	Sorge → pidä huoli: sorg dafür		nimisana	nimento	singular
4145329	2	ettet	ettei	dass nicht (Verneinungsverb)	Verneinungsverb · et = du nicht	dass du … nicht	ett+ei	kieltosana		singular
4145329	3	syö	syödä	essen	Verb · Verneinungsform (nach ei)	isst		teonsana		singular
4145329	4	liikaa	liika	übermäßig, zu viel	Adjektiv · Partitiv Singular	zu viel		nimisana_laatusana	osanto	singular
4148285	0	Pitääkö	pitää	müssen (Genitiv + pitää)	Verb · 3. Person Sg. (hän) · Präsens · + Frageendung -ko/-kö	muss …?		teonsana		singular
4148285	1	minun	minä	ich	Pronomen · Genitiv Singular	(ich) (minun pitää: ich muss)		asemosana	omanto	singular
4148285	2	rekisteröityä	rekisteröityä	sich registrieren	Verb · Grundform (Infinitiv)			teonsana		
4148286	0	Ehkä	ehkä	vielleicht	Adverb			seikkasana		
4148286	1	olemme	olla	sein	Verb · 1. Person Pl. (me) · Präsens	(wir) sind		teonsana		plural
4148286	2	sukua	suku	Familie, Verwandtschaft	Nomen · Partitiv Singular	(olla sukua = verwandt sein)		nimisana	osanto	singular
4148287	0	Ehkä	ehkä	vielleicht	Adverb			seikkasana		
4148287	1	olemme	olla	sein	Verb · 1. Person Pl. (me) · Präsens	(wir) sind		teonsana		plural
4148287	2	sukulaisia	sukulainen	Verwandter	Adjektiv · Partitiv Plural	Verwandte		nimisana_laatusana	osanto	plural
4148293	0	Emme	ei	nicht (Verneinungsverb)	Verneinungsverb · emme = wir nicht	wir … nicht		kieltosana		plural
4148293	1	ole	olla	sein	Verb · Verneinungsform (nach ei)	sind		teonsana		singular
4148293	2	sukua	suku	Familie, Verwandtschaft	Nomen · Partitiv Singular	verwandt (olla sukua: verwandt sein)		nimisana	osanto	singular
4148294	0	Tomi	Tomi	Tomi (Name)	Name · Nominativ Singular			etunimi	nimento	singular
4148294	1	haluaa	haluta	wollen, möchten	Verb · 3. Person Sg. (hän) · Präsens	will		teonsana		singular
4148294	2	rentoutua	rentoutua	sich entspannen	Verb · Grundform (Infinitiv)			teonsana		
4148296	0	Onko	olla	sein	Verb · 3. Person Sg. (hän) · Präsens · + Frageendung -ko/-kö	ist …?		teonsana		singular
4148296	1	Tomi	Tomi	Tomi (Name)	Name · Nominativ Singular			etunimi	nimento	singular
4148296	2	luotettava	luottaa	vertrauen	Verbform · Partizip Präsens passiv (-tava/-tävä)	zuverlässig (wörtl. dem man vertrauen kann)		laatusana	nimento	singular
4148297	0	Kuka	kuka	wer	Pronomen · Nominativ Singular			asemosana	nimento	singular
4148297	1	maksaa	maksaa	bezahlen	Verb · 3. Person Sg. (hän) · Präsens	zahlt		teonsana		singular
4148297	2	vuokran	vuokra	Miete	Nomen · Genitiv Singular	die Miete (Objekt)		nimisana	omanto	singular
4148301	0	Olen	olla	sein	Verb · 1. Person Sg. (minä) · Präsens	(ich) bin		teonsana		singular
4148301	1	nyt	nyt	jetzt	Adverb			seikkasana		
4148301	2	eläkkeellä	eläke	Rente, Pension	Nomen · Adessiv „auf, bei“ Singular	in Rente		nimisana	ulkoolento	singular
4148303	0	Olen	olla	sein	Verb · 1. Person Sg. (minä) · Präsens	(ich) bin		teonsana		singular
4148303	1	nyt	nyt	jetzt	Adverb			seikkasana		
4148303	2	eläkeläinen	eläkeläinen	Rentner(in)	Nomen · Nominativ Singular			nimisana_laatusana	nimento	singular
4148337	0	Olin	olla	sein	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) war		teonsana		singular
4148337	1	ennen	ennen	früher, vorher	Adverb			seikkasana		
4148337	2	rikas	rikas	reich	Adjektiv · Nominativ Singular			nimisana_laatusana	nimento	singular
4148340	0	En	ei	nicht (Verneinungsverb)	Verneinungsverb · en = ich nicht	ich … nicht		kieltosana		singular
4148340	1	tilannut	tilata	bestellen	Verbform · Partizip Perfekt aktiv · verneinte Vergangenheit	bestellt		laatusana	nimento	singular
4148340	2	riisiä	riisi	Reis	Nomen · Partitiv Singular			nimisana	osanto	singular
4148372	0	Tomi	Tomi	Tomi (Name)	Name · Nominativ Singular			etunimi	nimento	singular
4148372	1	siivosi	siivota	aufräumen, putzen	Verb · 3. Person Sg. (hän) · Imperfekt (Vergangenheit)	räumte auf		teonsana		singular
4148372	2	huoneensa	huone	Zimmer	Nomen · Nominativ Singular · + Possessivendung „sein/ihr“	sein Zimmer		nimisana	nimento	singular
4148375	0	Muista	muistaa	sich erinnern, sich merken	Verb · Imperativ · 2. Person Sg. (sinä) · auch Verneinungsform nach ei	merk dir!		teonsana		singular
4148375	1	tämä	tämä	dieser, das hier	Pronomen · Nominativ Singular	diese		asemosana	nimento	singular
4148375	2	sääntö	sääntö	Regel	Nomen · Nominativ Singular			nimisana	nimento	singular
4148381	0	Tomi	Tomi	Tom (Name)	Name · Nominativ Singular			etunimi	nimento	singular
4148381	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
4148381	2	todella	todella	wirklich	Adverb	sehr				
4148381	3	hyvä	hyvä	gut	Adjektiv · Nominativ Singular	guter		laatusana	nimento	singular
4148381	4	juoksija	juoksija	Läufer	Nomen · Nominativ Singular			nimisana	nimento	singular
4149761	0	Osallistuin	osallistua	teilnehmen	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) nahm teil		teonsana		singular
4149761	1	seminaariin	seminaari	Seminar	Nomen · Illativ „in … hinein“ Singular	an einem Seminar		nimisana	sisatulento	singular
4149762	0	Osallistuin	osallistua	teilnehmen	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) nahm teil		teonsana		singular
4149762	1	kyseiseen	kyseinen	betreffend	Adjektiv · Illativ „in … hinein“ Singular	(an) dem betreffenden		laatusana	sisatulento	singular
4149762	2	seminaariin	seminaari	Seminar	Nomen · Illativ „in … hinein“ Singular	am Seminar (osallistua + Illativ)		nimisana	sisatulento	singular
4149765	0	Olin	olla	sein	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) war		teonsana		singular
4149765	1	vähän	vähän	wenig, ein bisschen	Adverb	etwas		seikkasana		
4149765	2	järkyttynyt	järkyttyä	erschüttert werden	Verbform · Partizip Perfekt aktiv (-nut/-nyt)	erschüttert		laatusana	nimento	singular
4149766	0	Olin	olla	sein	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) war		teonsana		singular
4149766	1	vähän	vähän	wenig, ein bisschen	Adverb	ein bisschen		seikkasana		
4149766	2	shokissa	shokki	Schock	Nomen · Inessiv „in“ Singular	unter Schock (wörtl. im Schock)		nimisana	sisaolento	singular
4149773	0	Lopeta	lopettaa	aufhören	Verb · Imperativ · 2. Person Sg. (sinä) · auch Verneinungsform nach ei	hör auf!		teonsana		singular
4149773	1	huutaminen	huutaa	schreien	Verb · Verbalnomen (-minen) „das …“	das Schreien		teonsana	nimento	singular
4149775	0	Missä	missä	wo	Fragewort · (Inessiv von mikä)					
4149775	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
4149775	2	lapio	lapio	Schaufel	Nomen · Nominativ Singular			nimisana	nimento	singular
4149777	0	Miten	miten	wie	Fragewort					
4149777	1	voin	voida	können	Verb · 1. Person Sg. (minä) · Präsens	(ich) kann		teonsana		singular
4149777	2	auttaa	auttaa	helfen	Verb · Grundform (Infinitiv)			teonsana		
4149782	0	Joskus	joskus	manchmal	Adverb			seikkasana		
4149782	1	käteni	käsi	Hand	Nomen · Nominativ Plural · + Possessivendung „mein“	meine Hände		nimisana	nimento	singular
4149782	2	tärisevät	täristä	zittern	Verb · 3. Person Pl. (he) · Präsens			teonsana		plural
4149786	0	Olet	olla	sein	Verb · 2. Person Sg. (sinä) · Präsens	(du) bist		teonsana		singular
4149786	1	todella	todella	wirklich	Adverb					
4149786	2	huonossa	huono	schlecht	Adjektiv · Inessiv „in“ Singular	in schlechter		nimisana_laatusana	sisaolento	singular
4149786	3	kunnossa	kunto	Zustand, Form	Nomen · Inessiv „in“ Singular	in (schlechter) Form		nimisana	sisaolento	singular
4149787	0	Missä	missä	wo	Fragewort · (Inessiv von mikä)					
4149787	1	ovat	olla	sein	Verb · 3. Person Pl. (he) · Präsens	sind		teonsana		plural
4149787	2	kenkäni	kenkä	Schuh	Nomen · Nominativ Plural · + Possessivendung „mein“	meine Schuhe		nimisana	nimento	singular
4149788	0	Missä	missä	wo	Fragewort · (Inessiv von mikä)					
4149788	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens · umgangssprachlich für ovat	sind		teonsana		singular
4149788	2	mun	minä	ich	Pronomen · Genitiv Singular · umgangssprachlich für minun	meine				
4149788	3	kengät	kenkä	Schuh	Nomen · Nominativ Plural	(die) Schuhe		nimisana	nimento	plural
4149792	0	Minua	minä	ich	Pronomen · Partitiv Singular	mich		asemosana	osanto	singular
4149792	1	huijattiin	huijata	betrügen, reinlegen	Verb · Passiv (Umgangssprache auch: wir-Form) · Imperfekt (Vergangenheit)	wurde betrogen		teonsana		
4149794	0	Mua	minä	ich	Pronomen · Partitiv Singular · umgangssprachlich für minua	mich				
4149794	1	kusetettiin	kusettaa	verarschen (vulgär)	Verb · Passiv · Imperfekt (Vergangenheit)	wurde verarscht				
4153714	0	Tomi	Tomi	Tomi (Name)	Name · Nominativ Singular			etunimi	nimento	singular
4153714	1	hyppäsi	hypätä	springen	Verb · 3. Person Sg. (hän) · Imperfekt (Vergangenheit)	sprang		teonsana		singular
4153714	2	ojan	oja	Graben	Nomen · Genitiv Singular	(des) Grabens → ojan yli: über den Graben		nimisana	omanto	singular
4153714	3	yli	yli	über	Postposition			suhdesana		
4155293	0	Syömme	syödä	essen	Verb · 1. Person Pl. (me) · Präsens	(wir) essen		teonsana		plural
4155293	1	pian	pian	bald	Adverb			seikkasana		
4155295	0	Kissani	kissa	Katze	Nomen · Nominativ Singular · + Possessivendung „mein“	meine Katze		nimisana	nimento	singular
4155295	1	rakastaa	rakastaa	lieben	Verb · 3. Person Sg. (hän) · Präsens	liebt		teonsana		singular
